29, Private,122000, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States
39, Local-gov,327435, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States
41, Self-emp-not-inc,120539, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States
18, ?,51574, HS-grad,9, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,1602,38, United-States
20, Private,342599, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States
68, Private,236943, 9th,5, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,20, United-States
32, Local-gov,223267, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States
53, Private,124963, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
33, Private,252168, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
45, Private,209912, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India
17, Private,197732, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States
47, Private,198769, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
35, Private,117567, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
34, Private,55176, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
57, Private,145189, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
23, Private,636017, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States
33, Private,163003, Bachelors,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines
48, Private,249935, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States
21, Private,154835, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam
22, Private,124454, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States
30, Federal-gov,43953, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
24, Private,185452, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States
44, Private,89413, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
34, Private,168906, Assoc-acdm,12, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States
87, ?,90338, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,2, United-States
46, Private,70754, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
25, Private,132661, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, United-States
24, Private,215443, HS-grad,9, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States
41, Private,327606, 12th,8, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States
48, Private,167967, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States
43, Private,186144, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
41, Private,469454, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
44, Private,167955, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland
28, Private,188928, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
67, ?,81761, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,2, United-States
45, Federal-gov,88564, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States
60, Private,389254, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
33, Local-gov,194901, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
32, Private,77634, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States
44, Private,36271, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
63, Private,102412, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States
25, Private,74977, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
26, Private,917220, 12th,8, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States
27, Private,384308, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States
27, Federal-gov,469705, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,1980,40, United-States
39, Private,186183, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
36, Federal-gov,47310, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States
17, Private,309504, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,24, United-States
46, Private,423222, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,60, United-States
47, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
49, Private,168211, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
40, Private,178983, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States
28, Private,125321, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
67, Private,192670, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States
34, Private,228873, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
27, Private,154210, 11th,7, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, India
39, Private,187098, Prof-school,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,47, United-States
57, Self-emp-inc,244605, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
32, Private,32406, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
59, ?,367984, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
19, Private,60367, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,13, United-States
35, Private,220098, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States
29, Private,154017, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,10, United-States
28, ?,30237, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40, United-States
28, Private,136077, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
43, Private,336042, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
51, Private,300816, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, United-States
37, Private,291251, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
34, Local-gov,213722, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57, United-States
67, Self-emp-not-inc,345236, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
41, Private,204410, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,44, United-States
32, Private,113838, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
37, Private,241998, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States
49, Private,116789, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
31, Private,325658, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
66, Private,196674, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States
27, State-gov,291196, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States
20, Private,451996, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
48, Private,326048, Assoc-acdm,12, Divorced, Other-service, Not-in-family, White, Male,0,0,44, United-States
41, Self-emp-inc,125831, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1887,55, United-States
32, State-gov,230224, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States
55, State-gov,117357, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, ?
56, Private,105363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4508,0,40, United-States
24, Private,185821, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States
26, Private,215384, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1974,55, United-States
51, Self-emp-inc,100029, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States
49, Private,348751, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
37, Federal-gov,48779, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
36, Private,186376, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States
57, Private,176079, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
20, Private,32426, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States
38, Local-gov,289430, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,56, United-States
29, Self-emp-not-inc,229842, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,45, United-States
34, Federal-gov,172716, 12th,8, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States
50, Self-emp-inc,132716, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany
45, Local-gov,189890, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
60, ?,134152, 9th,5, Divorced, ?, Not-in-family, Black, Male,0,0,35, United-States
85, Private,98611, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, Poland
46, Private,234690, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
53, Local-gov,82783, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
38, Private,91039, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States
24, Private,119156, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States
23, Private,217961, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States
47, Self-emp-not-inc,165039, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States
52, Private,188644, 5th-6th,3, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,40, Mexico
36, Private,41017, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States
44, Private,110908, Assoc-voc,11, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,25, United-States
35, Private,198341, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, ?
21, Private,178255, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Columbia
61, Private,142922, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
42, Private,240255, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States
43, Private,160674, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
61, Private,162432, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
70, ?,167358, 9th,5, Widowed, ?, Unmarried, White, Female,1111,0,15, United-States
20, Private,50397, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, United-States
28, Private,129460, 9th,5, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador
41, Local-gov,396467, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States
42, Private,176716, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
36, Private,159016, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States
42, Private,284758, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
46, Private,207940, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
38, Federal-gov,115433, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,33, United-States
37, Self-emp-not-inc,174308, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
24, Private,73514, Some-college,10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines
24, Local-gov,317443, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States
21, Private,163333, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States
20, ?,129240, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,25, United-States
64, Self-emp-not-inc,65991, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,45, United-States
28, Private,120471, HS-grad,9, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States
40, Private,151294, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,48, United-States
22, Private,252355, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,27, United-States
19, Private,188815, HS-grad,9, Never-married, Other-service, Own-child, White, Female,34095,0,20, United-States
49, Self-emp-inc,143482, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States
34, Private,90705, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1485,40, United-States
32, Private,241802, HS-grad,9, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, United-States
22, Private,83704, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States
29, Private,137476, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States
32, Private,173351, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States
69, Local-gov,660461, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States
47, Private,205730, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States
46, Local-gov,222115, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,40, United-States
59, Private,174040, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States
25, Private,187653, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States
53, Private,548361, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
33, ?,369386, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,5178,0,40, United-States
38, Private,617898, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
31, Private,219318, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Puerto-Rico
41, Self-emp-inc,495061, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States
29, ?,315026, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,40, United-States
45, Private,101656, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam
52, Private,42924, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
35, Private,379959, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
41, Private,121718, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy
54, Self-emp-inc,298215, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
34, Private,127651, 10th,6, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,44, ?
41, Private,444743, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States
51, Private,185283, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
18, Private,27920, 11th,7, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States
34, Private,58305, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1573,40, United-States
28, Private,184078, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
19, Private,223648, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, ?
19, Private,139466, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States
37, Private,295949, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,40, United-States
21, Private,253583, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
39, Private,106183, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,6849,0,40, United-States
65, Private,213477, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,28, United-States
21, Private,334113, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
42, Private,270721, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,32, United-States
27, Private,189589, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
43, Private,104660, Masters,14, Widowed, Exec-managerial, Unmarried, White, Male,4934,0,40, United-States
53, Private,304353, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States
44, Private,303521, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
31, Private,407930, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
35, Private,63921, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico
28, Private,208249, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,24, United-States
56, Federal-gov,141877, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
43, Private,255635, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico
34, Private,227282, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
33, Self-emp-not-inc,222162, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
28, Self-emp-not-inc,420054, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy
43, Private,373403, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
19, Private,439779, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States
62, Local-gov,114045, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States
51, Private,313146, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
58, Private,136951, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
32, Private,108256, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
46, Private,370119, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States
40, Private,341204, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,1831,0,30, United-States
60, Private,308608, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
49, Private,28334, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
27, Private,158156, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States
48, Private,64479, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,47, United-States
37, Private,204145, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
40, ?,507086, HS-grad,9, Divorced, ?, Not-in-family, Black, Female,0,0,32, United-States
38, Private,38312, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States
46, Local-gov,207677, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
68, Private,117236, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,45, United-States
57, Private,127779, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
62, Federal-gov,258124, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy
25, Private,476334, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
22, Private,228306, Some-college,10, Married-AF-spouse, Other-service, Wife, White, Female,0,0,40, United-States
34, State-gov,20057, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, Philippines
44, Private,248973, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,65, United-States
24, ?,165350, HS-grad,9, Separated, ?, Not-in-family, Black, Male,0,0,50, Germany
32, Private,236543, 12th,8, Divorced, Protective-serv, Own-child, White, Male,0,0,54, Mexico
62, Without-pay,170114, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
21, Private,203076, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States
65, Private,143175, Some-college,10, Widowed, Sales, Other-relative, White, Female,0,0,45, United-States
19, Private,418324, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,36, United-States
30, Private,83253, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States
17, Private,146268, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States
50, Private,200618, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
38, Private,51100, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,3325,0,40, United-States
20, Private,637080, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States
47, Private,185254, 5th-6th,3, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, El-Salvador
53, Private,182855, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States
36, Private,256636, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
21, Self-emp-not-inc,25631, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
28, Local-gov,210945, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States
25, Private,242729, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
22, Private,190916, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States
49, Private,340755, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
36, Local-gov,116892, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
58, Private,186385, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,8, United-States
47, Private,202856, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States
20, State-gov,214542, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
28, Private,444304, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
49, Local-gov,110172, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
41, Self-emp-not-inc,227065, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
37, Private,312766, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
17, Private,262511, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States
33, Self-emp-not-inc,134886, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States
80, ?,107762, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,24, United-States
80, Self-emp-not-inc,26865, 7th-8th,4, Never-married, Farming-fishing, Unmarried, White, Male,0,0,20, United-States
47, Local-gov,324791, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States
40, Private,105936, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,5013,0,20, United-States
33, State-gov,174171, Some-college,10, Separated, Tech-support, Not-in-family, White, Male,0,0,12, United-States
22, ?,283510, HS-grad,9, Never-married, ?, Unmarried, Black, Male,0,0,45, United-States
29, Private,160731, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
26, Private,161007, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, United-States
43, Private,188436, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States
39, Local-gov,207853, 12th,8, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States
35, Private,49749, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
26, Private,213258, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
17, Self-emp-not-inc,36218, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States
23, Private,137214, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,37, United-States
38, Private,264627, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
17, ?,67808, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States
59, Private,109638, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
65, Private,170939, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,6723,0,40, United-States
37, Self-emp-not-inc,58343, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,56, United-States
31, Private,34503, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
45, Private,182313, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States
60, Self-emp-inc,90915, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
57, Self-emp-inc,101338, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States
33, Private,549413, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States
35, Local-gov,199674, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States
43, Federal-gov,25005, Masters,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,12, United-States
33, Self-emp-not-inc,170979, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States
23, Private,128604, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, South
60, Self-emp-not-inc,44915, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,10, United-States
58, Private,293399, 11th,7, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
47, Local-gov,172246, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
21, Private,194096, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States
44, Self-emp-inc,195124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, ?
41, Private,32878, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
52, Federal-gov,290856, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
55, Private,197422, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,40, United-States
