,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,labels
3594,14,4,4023,11,8,2,3,0,4,1,0,0,53,38,0
3595,23,5,1275,11,8,2,4,0,4,1,0,0,38,38,0
3596,11,4,5265,11,8,2,12,0,4,1,0,19,38,38,0
3597,6,7,1143,15,9,4,10,3,4,1,0,0,9,38,0
3598,30,4,2501,12,13,2,4,0,4,1,0,0,63,38,1
3599,1,0,5549,15,9,4,0,3,2,0,0,17,38,1,0
3600,57,0,4412,4,2,2,0,0,4,1,0,0,54,25,0
3601,4,6,6793,15,9,4,1,3,4,1,0,0,29,38,0
3602,24,4,3260,11,8,0,6,4,4,1,0,0,38,38,0
3603,25,4,161,10,15,3,10,4,0,0,0,0,38,38,0
3604,21,4,3046,8,10,2,8,0,4,1,0,0,38,38,0
3605,20,4,6792,11,8,2,8,0,4,1,0,0,29,25,0
3606,16,4,5485,15,9,4,8,1,4,1,0,0,33,38,0
3607,5,4,2075,9,12,4,12,3,4,1,0,0,38,38,0
3608,10,4,2901,11,8,4,14,1,4,1,0,0,38,38,0
3609,66,0,1997,4,2,2,0,0,4,1,0,0,19,38,0
3610,44,4,5051,15,9,2,3,0,4,1,0,0,38,38,0
3611,26,4,5669,11,8,5,8,1,4,0,0,0,25,38,0
3612,14,4,6607,6,4,2,3,0,4,1,0,0,41,38,0
3613,22,2,1017,11,8,2,3,0,4,1,0,0,38,38,1
3614,4,4,4379,8,10,4,1,3,4,0,0,0,38,38,0
3615,13,4,3817,11,8,3,1,1,4,0,0,0,29,38,0
3616,8,4,2528,15,9,2,10,0,4,1,0,0,43,38,0
3617,11,4,3490,11,8,2,14,0,4,1,0,0,66,38,0
3618,11,4,1329,9,12,4,4,3,4,0,0,7,38,0,0
3619,14,4,478,11,8,2,14,0,4,1,0,0,43,38,0
3620,31,4,4004,11,8,0,12,3,4,0,0,0,19,38,0
3621,9,4,529,9,12,4,1,1,2,1,0,0,19,38,0
3622,33,7,4308,11,8,0,1,3,4,0,0,0,38,38,0
3623,14,4,1791,11,8,2,3,0,4,1,0,0,38,38,0
3624,44,4,2859,11,8,6,4,1,4,0,0,0,38,38,0
3625,19,6,5790,15,9,2,5,0,4,1,47,0,7,38,0
3626,2,0,3203,15,9,4,0,3,4,1,0,0,48,38,0
3627,2,0,5572,15,9,4,0,3,4,1,0,0,43,38,0
3628,22,4,840,12,13,2,10,0,4,1,0,0,38,38,1
3629,13,4,1230,9,12,2,10,5,4,0,0,0,36,38,0
3630,6,2,24,11,8,4,10,1,4,0,0,0,38,38,0
3631,25,4,4690,9,12,2,10,0,4,1,0,0,42,38,1
3632,16,4,2543,9,12,2,12,0,4,1,0,0,38,38,0
3633,9,4,1892,12,13,4,8,3,4,0,0,0,38,38,0
3634,25,4,6673,1,6,0,12,4,4,1,12,0,48,25,0
3635,7,4,3125,9,12,4,13,1,4,0,0,0,19,38,0
3636,7,4,2183,15,9,2,13,0,4,1,0,0,38,38,0
3637,21,4,5423,1,6,0,7,1,4,1,0,0,63,38,0
3638,26,4,6162,9,12,0,4,1,4,0,0,0,43,38,1
3639,16,5,2259,11,8,2,4,0,1,1,0,0,72,35,1
3640,17,4,5111,7,11,0,3,1,4,1,0,0,48,38,0
3641,12,4,2029,11,8,2,3,0,1,1,0,0,38,38,0
3642,18,4,4327,9,12,0,4,1,4,1,95,0,48,38,1
3643,6,1,6471,7,11,4,4,3,4,0,0,0,38,30,0
3644,19,7,6232,15,9,4,13,4,2,0,0,0,38,38,0
3645,34,6,1996,1,6,2,5,0,4,1,0,0,43,38,1
3646,30,4,6392,15,9,0,12,3,4,1,0,0,53,38,0
3647,26,7,1949,11,8,2,11,0,4,1,0,0,38,38,0
3648,17,4,3018,11,8,2,4,0,4,1,0,0,38,38,0
3649,48,0,4179,11,8,6,0,1,4,0,0,0,33,38,0
3650,37,4,1207,11,8,2,4,0,4,1,0,0,38,38,1
3651,13,1,745,9,12,4,10,1,4,1,0,0,38,38,1
3652,10,4,3312,9,12,4,4,1,4,1,0,31,38,38,0
3653,29,4,163,11,8,2,1,5,4,0,40,0,50,38,1
3654,7,4,987,9,12,2,10,2,1,0,0,0,38,29,0
3655,19,4,5648,11,8,2,7,0,1,1,0,0,38,24,0
3656,36,4,1875,9,12,4,10,1,4,0,0,0,38,38,0
3657,28,1,443,15,9,0,1,4,4,1,0,0,40,38,0
3658,5,4,6090,11,8,4,14,3,4,1,0,0,38,38,0
3659,13,4,2429,8,10,4,10,1,4,1,0,0,38,38,0
3660,13,6,6909,1,6,4,3,1,4,1,0,0,43,38,1
3661,18,6,5024,15,9,2,8,0,4,1,0,0,38,38,0
3662,25,4,4200,8,10,2,7,0,4,1,0,0,38,38,0
3663,37,4,3449,11,8,2,3,0,4,1,0,0,46,38,1
3664,18,4,3878,15,9,4,4,1,4,0,0,0,38,38,0
3665,4,0,3124,15,9,4,0,3,4,0,0,0,38,38,0
3666,34,4,5416,8,10,4,4,1,4,0,0,0,41,38,0
3667,10,4,4084,15,9,4,7,1,4,0,0,0,38,38,0
3668,21,4,5968,8,10,2,3,0,4,1,74,0,38,38,1
3669,36,4,5249,15,9,2,3,0,4,1,0,0,38,38,0
3670,29,2,3128,12,13,4,10,1,4,0,0,0,41,38,0
3671,5,4,4379,15,9,4,14,1,4,0,0,0,23,38,0
3672,39,0,7039,11,8,2,0,0,4,1,0,0,24,38,0
3673,12,7,4311,9,12,4,10,1,4,1,0,0,48,38,0
3674,39,4,1589,11,8,2,4,0,4,1,0,0,53,38,1
3675,32,6,1850,15,9,4,3,4,4,1,0,0,38,38,0
3676,5,4,6553,11,8,4,6,3,4,1,0,0,38,38,0
3677,7,4,2121,15,9,4,12,3,4,0,0,0,14,38,0
3678,24,1,6,9,12,2,1,5,1,0,0,0,38,29,1
3679,0,4,5310,2,7,4,8,3,4,1,0,0,14,38,0
3680,37,4,3587,11,8,2,3,0,4,1,0,0,43,38,0
3681,36,2,4725,15,9,2,8,0,4,1,0,0,33,38,0
3682,19,4,2826,7,11,2,10,0,4,1,0,0,38,38,0
3683,23,1,815,15,9,2,13,0,4,1,0,0,38,38,1
3684,20,4,6535,15,9,0,12,1,2,1,0,0,38,38,0
3685,13,4,2638,9,12,2,3,0,1,1,0,0,34,39,1
3686,8,4,0,11,8,4,6,1,4,1,0,0,38,38,0
3687,22,4,3346,9,12,0,12,1,4,0,0,0,38,38,0
3688,40,4,5761,9,12,2,4,0,4,1,0,0,48,38,1
3689,4,4,1871,15,9,4,8,3,4,0,0,0,58,38,0
3690,43,4,3649,11,8,3,8,4,4,0,0,0,19,38,0
3691,22,4,4349,15,9,0,13,1,4,0,0,0,38,30,0
3692,0,4,2603,2,7,4,12,3,4,0,0,0,19,38,0
3693,18,0,2275,8,10,2,0,5,4,0,0,0,19,38,1
3694,20,4,1955,11,8,0,12,1,4,0,0,0,58,38,0
3695,32,5,986,15,9,2,3,0,1,1,0,0,54,38,1
3696,6,4,3859,8,10,2,7,3,4,0,0,0,29,38,0
3697,38,4,5735,15,9,0,13,1,4,0,0,0,38,38,0
3698,30,4,3092,9,12,2,4,5,2,0,0,0,33,38,1
3699,22,4,2273,11,8,3,12,4,2,0,0,0,27,22,0
3700,15,5,441,11,8,2,4,0,4,1,0,0,43,38,0
3701,28,4,3448,11,8,4,12,1,4,0,0,0,19,38,0
3702,34,4,2314,15,9,5,4,1,2,0,0,0,38,38,0
3703,24,2,297,15,9,2,1,0,4,1,0,0,38,38,1
3704,15,4,454,9,12,4,1,1,4,0,0,0,38,38,0
3705,20,4,1116,0,5,0,4,4,4,0,0,0,33,38,0
3706,28,4,5955,11,8,2,12,0,4,1,0,0,58,38,1
3707,11,4,165,9,12,4,3,3,4,1,0,0,38,38,1
3708,5,4,659,15,9,4,12,3,4,0,0,0,38,38,0
3709,46,5,1520,0,5,2,5,0,4,1,0,0,48,38,0
3710,10,4,1981,11,8,4,12,1,4,0,0,0,38,38,0
3711,34,4,823,9,12,0,12,1,4,0,0,0,58,38,0
3712,35,2,1053,15,9,2,14,0,4,1,0,0,38,38,0
3713,26,2,2893,9,12,2,11,0,4,1,0,0,53,38,1
3714,22,4,665,9,12,0,1,4,4,1,0,0,38,38,0
3715,16,7,5288,15,9,4,13,1,4,0,0,0,38,38,0
3716,32,4,3755,15,9,5,4,1,4,0,0,0,43,38,1
3717,31,6,3182,11,8,0,10,1,4,1,0,0,14,38,0
3718,9,4,848,15,9,4,7,1,2,0,0,0,36,38,0
3719,13,4,6705,8,10,0,10,4,4,0,0,0,34,38,0
3720,13,4,6376,15,9,2,7,0,4,1,0,0,38,38,0
3721,15,4,4185,15,9,0,4,1,4,0,0,0,36,38,0
3722,5,4,4951,15,9,4,1,3,4,0,0,0,38,38,0
3723,9,4,3328,11,8,0,6,3,4,0,0,0,38,38,0
3724,13,4,586,15,9,2,7,0,4,1,0,0,46,38,0
3725,13,4,4495,15,9,2,1,5,4,0,0,0,38,38,0
3726,7,0,4633,11,8,5,0,1,4,0,0,0,36,38,0
3727,10,4,1404,11,8,0,1,4,4,0,0,0,43,38,0
3728,7,4,2937,15,9,4,6,1,4,1,0,0,38,38,0
3729,10,4,4738,15,9,6,1,4,4,0,0,0,38,38,0
3730,22,4,3291,11,8,5,4,1,4,1,87,0,38,38,1
3731,26,4,6251,11,8,0,3,1,4,1,0,0,38,38,0
3732,52,6,846,6,4,2,5,0,4,1,0,0,24,38,0
3733,11,4,7048,15,9,4,3,3,4,1,0,0,48,38,0
3734,22,4,3985,12,13,4,3,1,4,0,0,0,48,38,0
3735,30,4,772,11,8,2,7,0,4,1,67,0,38,38,1
3736,19,4,1837,12,13,2,10,0,1,1,0,0,38,3,0
3737,0,4,2003,1,6,4,12,3,4,0,0,0,7,38,0
3738,10,4,4270,8,10,2,1,5,2,0,0,0,38,38,0
3739,17,2,3329,15,9,4,3,1,4,1,0,0,38,38,0
3740,26,7,6081,11,8,3,4,4,4,0,0,0,38,38,0
3741,27,4,775,15,9,0,4,1,4,1,0,0,48,38,0
3742,16,4,5163,8,10,4,10,4,2,0,0,0,25,38,0
3743,27,4,3028,11,8,2,12,0,4,1,0,0,23,38,0
3744,30,4,2403,11,8,2,7,0,4,1,0,0,38,5,1
3745,1,7,3918,1,6,4,8,3,4,1,0,0,19,38,0
3746,19,4,1546,0,5,0,12,3,4,1,0,0,38,38,0
3747,16,2,78,11,8,4,8,4,0,1,0,0,38,38,0
3748,20,4,5820,11,8,2,3,0,4,1,0,19,38,38,0
3749,15,4,5880,15,9,2,12,2,1,0,0,0,38,12,0
3750,53,0,1159,11,8,6,0,4,4,0,0,0,3,38,0
3751,5,4,2473,15,9,4,1,3,4,0,0,0,38,38,0
3752,36,2,4853,12,13,4,4,1,4,0,87,0,48,38,1
3753,29,4,631,11,8,0,8,1,4,1,0,0,24,38,0
3754,3,4,4167,15,9,4,1,3,4,1,0,0,15,38,0
3755,14,7,4493,10,15,2,10,0,4,1,0,36,66,38,1
3756,47,4,3115,11,8,2,14,0,4,1,0,0,43,38,0
3757,32,4,22,15,9,6,4,1,4,0,0,0,38,38,1
3758,4,4,4988,15,9,4,12,2,2,0,0,0,19,38,0
3759,11,4,707,15,9,4,8,3,4,0,0,0,29,38,0
3760,20,4,6325,9,12,4,4,1,4,1,0,0,48,38,0
3761,4,4,4565,6,4,3,6,3,4,1,0,0,38,38,0
3762,15,0,5819,11,8,0,0,4,4,0,0,0,27,38,0
3763,28,4,5504,9,12,2,4,0,4,1,0,0,38,38,1
3764,25,4,316,15,9,2,3,0,4,1,0,0,38,38,0
3765,36,4,5005,12,13,2,4,0,4,1,0,0,53,38,1
3766,20,4,1187,12,13,4,4,1,4,1,0,0,38,38,1
3767,28,4,6519,9,12,2,12,0,4,1,0,39,53,38,0
3768,47,6,2951,11,8,2,12,0,4,1,0,0,4,38,0
3769,25,6,577,14,14,2,10,0,4,1,0,0,48,38,1
3770,47,6,3407,11,8,4,8,1,4,1,6,0,38,38,0
3771,17,7,1736,9,12,2,1,0,4,1,0,0,19,21,0
3772,13,4,6660,9,12,4,10,1,4,1,0,0,48,38,0
3773,21,5,4121,11,8,2,4,0,4,1,0,0,38,38,1
3774,15,4,2343,11,8,4,3,1,4,1,0,0,38,38,0
3775,12,4,565,8,10,2,1,0,4,1,0,0,38,38,0
3776,15,4,5959,12,13,2,4,0,2,1,0,36,38,38,1
3777,6,3,3825,5,3,0,0,1,4,1,0,0,33,38,0
3778,29,0,5785,4,2,2,0,0,4,1,0,0,38,25,0
3779,27,4,5567,11,8,0,1,1,4,0,0,10,43,38,0
3780,23,4,1657,11,8,2,14,0,4,1,0,0,29,38,0
3781,8,4,1824,15,9,2,12,0,4,1,35,0,41,38,0
3782,46,4,1221,6,4,2,14,0,4,1,0,0,38,38,0
3783,21,4,4101,9,12,4,8,1,4,1,0,0,46,38,0
3784,31,4,4242,11,8,2,8,0,4,1,0,0,38,25,1
3785,13,0,2244,11,8,4,0,3,4,1,0,0,38,38,0
3786,5,0,5146,15,9,4,0,3,2,1,0,24,19,38,0
3787,28,4,2294,11,8,2,12,0,4,1,0,0,48,38,1
3788,50,0,5306,8,10,6,0,1,4,0,0,0,0,38,0
3789,12,4,2163,8,10,4,1,3,4,0,0,0,38,38,0
3790,22,4,6751,15,9,2,4,0,4,1,0,0,46,38,0
3791,29,4,5711,9,12,2,14,0,4,1,89,0,38,38,1
3792,19,4,713,9,12,4,10,1,4,1,0,0,38,38,0
3793,3,4,1943,11,8,4,8,3,4,0,0,0,29,38,0
3794,3,4,4852,11,8,2,1,5,4,0,0,0,38,25,0
3795,30,4,3850,1,6,2,1,0,4,1,0,9,56,38,0
3796,9,4,3642,11,8,4,3,1,4,1,0,0,38,38,0
3797,54,2,6568,9,12,6,10,4,4,0,0,0,5,38,0
3798,43,4,5070,11,8,2,12,0,4,1,0,0,38,38,0
3799,5,4,452,8,10,2,7,0,4,1,0,0,38,38,0
3800,11,4,916,11,8,0,13,3,1,0,0,0,38,38,0
3801,11,4,6800,9,12,0,8,4,4,0,0,0,46,9,1
3802,17,2,1931,15,9,2,4,0,4,1,0,0,38,38,1
3803,6,4,4668,7,11,4,12,3,2,0,0,0,34,38,0
3804,9,4,5309,11,8,2,1,5,4,0,0,0,50,38,1
3805,40,4,5497,11,8,2,7,0,4,1,0,0,38,38,0
3806,23,4,1521,14,14,2,1,2,1,0,0,0,38,29,0
3807,13,4,3401,15,9,4,3,1,4,1,0,0,38,38,1
3808,4,4,5748,15,9,4,8,4,4,0,0,0,33,38,0
3809,51,4,3993,7,11,0,4,1,4,0,0,0,41,38,0
3810,1,4,6328,0,5,4,5,3,4,1,0,0,34,38,0
3811,25,4,366,8,10,2,8,0,4,1,0,0,29,38,0
3812,24,4,2504,11,8,3,3,1,4,1,0,0,38,30,0
3813,11,0,4895,15,9,4,0,4,4,0,0,0,38,38,0
3814,16,4,6509,11,8,5,3,1,0,1,0,0,33,16,0
3815,11,4,4980,11,8,4,14,1,4,0,0,0,38,38,0
3816,9,4,912,9,12,4,4,1,4,1,0,31,36,38,0
3817,26,4,4961,9,12,2,12,0,4,1,0,0,48,38,1
3818,30,4,64,15,9,0,1,1,4,0,0,0,33,38,0
3819,18,4,1176,1,6,2,5,0,4,1,0,0,38,38,0
3820,14,4,4967,15,9,4,3,1,4,1,0,0,38,38,0
3821,1,6,2714,1,6,4,12,3,4,0,0,0,38,38,0
3822,25,4,2199,11,8,2,4,0,4,1,0,0,33,38,1
3823,31,4,2599,15,9,4,1,1,4,0,0,0,38,38,0
3824,6,5,5843,9,12,0,12,1,4,0,0,0,41,38,0
3825,21,4,177,8,10,2,3,0,4,1,0,0,38,38,1
3826,30,4,2673,12,13,2,4,0,4,1,97,0,53,38,1
3827,33,5,5408,12,13,2,12,0,4,1,0,0,38,38,1
3828,1,4,6812,1,6,4,8,3,2,1,0,17,22,38,0
3829,11,1,389,15,9,2,1,0,4,1,0,0,38,38,1
3830,29,1,1393,15,9,0,1,1,4,0,0,0,38,38,0
3831,35,4,3287,15,9,2,4,0,4,1,0,0,43,38,1
3832,30,4,819,9,12,0,3,1,4,1,0,0,38,38,0
3833,26,4,364,1,6,4,14,1,4,1,0,0,40,38,0
3834,27,4,6986,9,12,2,4,0,2,1,0,0,38,38,1
3835,12,6,2923,11,8,2,3,0,4,1,0,0,38,38,0
3836,0,4,231,1,6,4,8,3,4,1,0,0,19,38,0
3837,11,4,5577,9,12,2,4,0,4,1,0,0,38,38,1
3838,45,4,6111,15,9,0,4,1,4,0,0,0,38,38,0
3839,7,4,143,11,8,4,6,1,4,1,0,0,19,38,0
3840,33,4,2986,11,8,2,7,0,4,1,0,0,48,38,0
3841,15,7,6180,11,8,4,14,3,4,1,0,0,38,38,0
3842,28,4,1647,11,8,5,7,4,2,0,0,0,38,38,0
3843,59,4,1181,15,9,0,1,1,4,0,0,0,19,38,0
3844,6,4,2250,11,8,4,7,3,2,1,0,0,38,38,0
3845,35,4,2386,9,12,2,10,0,4,1,0,33,38,38,1
3846,33,4,2205,9,12,2,1,5,4,0,0,0,38,38,1
3847,8,4,676,15,9,4,14,1,4,1,0,0,48,38,0
3848,0,4,1444,0,5,4,12,3,4,0,0,0,11,38,0
3849,25,4,2094,7,11,0,10,1,4,0,0,0,23,38,0
3850,33,4,2898,11,8,2,3,0,4,1,0,0,38,38,0
3851,32,4,3698,7,11,2,12,0,4,1,0,0,43,38,0
3852,14,4,4163,11,8,4,8,1,2,0,0,0,36,38,0
3853,9,4,4686,15,9,4,3,3,4,1,0,0,38,38,0
3854,6,4,4741,9,12,4,13,1,4,0,0,0,38,38,0
3855,31,6,6177,9,12,2,10,5,4,0,0,0,19,38,1
3856,13,4,6546,15,9,2,4,0,4,1,0,0,48,38,0
3857,2,7,2945,15,9,4,8,3,4,0,0,0,38,38,0
3858,11,4,3602,15,9,0,1,1,4,0,0,0,38,38,0
3859,17,4,2916,0,5,2,6,0,4,1,0,0,38,31,0
3860,6,4,4692,9,12,4,6,1,4,1,0,0,38,38,0
3861,52,0,3487,7,11,6,0,1,4,0,0,0,5,21,0
3862,29,4,2349,11,8,2,12,5,4,0,0,0,38,38,1
3863,28,4,2516,15,9,2,3,0,4,1,0,0,38,38,0
3864,38,0,1403,7,11,2,0,0,2,1,0,0,19,38,1
3865,41,4,1990,11,8,0,8,4,2,0,0,0,19,38,0
3866,8,6,3849,11,8,2,5,0,4,1,0,0,29,38,0
3867,34,6,2785,8,10,2,13,0,4,1,0,0,36,38,1
3868,28,4,5333,11,8,4,9,4,2,0,0,0,29,38,0
3869,34,4,3253,6,4,2,12,0,4,1,0,0,38,38,0
3870,24,4,1421,11,8,4,4,1,4,1,20,0,38,38,0
3871,25,7,34,15,9,0,14,4,4,1,0,0,36,38,0
3872,27,4,4687,15,9,5,10,4,2,0,0,0,38,38,0
3873,20,4,3854,10,15,5,10,4,4,0,0,0,38,38,0
3874,13,4,4087,11,8,4,9,3,4,0,0,0,38,13,0
3875,14,4,6194,8,10,2,3,0,4,1,58,0,38,25,1
3876,18,4,4704,11,8,0,1,1,4,0,0,0,43,38,0
3877,37,0,2676,11,8,0,0,1,4,0,59,0,24,38,0
3878,53,4,5561,15,9,4,1,1,4,0,0,0,5,38,0
3879,4,4,4911,15,9,4,12,3,4,0,0,0,38,38,0
3880,12,4,6479,9,12,4,12,1,4,1,0,0,48,38,1
3881,4,4,5854,15,9,4,3,1,4,1,0,0,38,38,0
3882,8,4,6640,11,8,4,3,1,4,1,0,38,48,38,0
3883,4,4,2587,15,9,4,8,1,2,0,0,0,29,38,0
3884,28,4,4934,9,12,2,10,0,4,1,0,36,38,38,1
3885,34,6,5527,11,8,2,3,0,4,1,0,0,66,38,0
3886,14,4,2274,9,12,3,1,1,4,0,0,0,38,38,0
3887,57,1,3519,11,8,6,8,1,4,1,0,0,16,38,0
3888,27,4,118,11,8,0,14,1,4,1,0,0,65,38,0
3889,41,4,1094,2,7,2,8,5,4,0,0,0,23,38,0
3890,20,4,919,14,14,0,10,1,4,1,86,0,34,38,1
3891,48,4,1241,11,8,2,12,0,4,1,80,0,9,38,1
3892,31,4,2358,10,15,2,10,0,1,1,0,33,38,3,1
3893,18,4,65,9,12,5,4,4,4,0,0,0,40,38,0
3894,55,0,2975,11,8,2,0,5,4,0,0,0,1,38,0
3895,60,4,2342,5,3,6,9,4,4,0,0,0,22,38,0
3896,15,4,5307,9,12,4,10,1,4,1,0,31,48,38,0
3897,25,2,4108,5,3,2,3,0,4,1,0,0,38,38,0
3898,3,4,1004,15,9,4,1,3,4,1,0,0,8,9,0
3899,58,6,2445,9,12,6,10,4,4,1,0,0,46,38,1
3900,15,1,3261,9,12,4,4,1,4,0,0,0,58,38,0
3901,18,4,6272,6,4,2,8,0,4,1,0,0,38,25,0
3902,11,4,294,15,9,4,8,4,4,0,0,0,33,38,0
3903,4,4,6139,15,9,4,12,3,4,1,0,0,38,4,0
3904,18,4,3004,11,8,2,1,0,4,1,0,0,38,38,0
3905,36,4,1886,11,8,6,7,1,4,0,0,0,38,38,0
3906,30,4,3093,1,6,0,8,4,4,0,0,0,14,38,0
3907,19,4,3742,9,12,2,3,3,4,1,0,0,38,38,1
3908,5,4,684,9,12,4,10,3,4,0,0,0,38,38,0
3909,6,4,4139,9,12,4,10,3,4,1,0,0,58,38,0
3910,7,4,6151,11,8,4,12,3,4,1,0,0,38,6,0
3911,8,4,6160,11,8,2,8,0,4,1,0,0,29,38,0
3912,53,6,6035,15,9,2,13,0,4,1,0,0,19,38,0
3913,10,4,433,11,8,2,5,0,4,1,0,0,38,38,0
3914,27,2,6867,11,8,2,11,0,4,1,0,0,50,38,1
3915,5,0,6981,11,8,4,0,3,4,1,0,0,38,25,0
3916,3,4,352,15,9,4,7,1,4,1,0,0,66,38,0
3917,33,6,1023,15,9,2,3,0,4,1,0,0,46,38,0
3918,30,4,5763,15,9,2,10,0,4,1,77,0,38,38,1
3919,19,5,1296,7,11,2,10,0,4,1,0,0,66,38,0
3920,5,4,6099,15,9,4,11,1,4,1,0,0,38,38,0
3921,32,4,1983,9,12,4,4,1,4,1,0,0,43,38,1
3922,20,2,6254,15,9,2,14,0,4,1,0,0,29,38,0
3923,18,4,877,11,8,4,14,4,2,1,0,0,67,38,0
3924,26,4,6129,11,8,2,7,0,2,1,58,0,38,38,1
3925,24,4,1071,11,8,2,3,0,4,1,0,0,38,38,1
3926,31,6,6234,8,10,0,4,1,4,0,0,0,48,38,0
3927,18,4,2266,11,8,2,12,0,4,1,0,33,38,38,1
3928,25,4,3688,8,10,2,1,0,4,1,0,0,30,38,0
3929,52,1,2377,1,6,6,1,1,4,0,0,0,19,38,0
3930,46,4,6363,15,9,0,12,1,4,0,0,0,58,38,0
3931,7,0,6702,11,8,4,0,1,4,0,0,0,34,38,0
3932,22,2,1551,7,11,2,1,5,4,0,0,0,19,38,1
3933,0,7,3458,0,5,4,8,3,4,1,0,0,29,38,0
3934,38,4,4007,9,12,2,10,0,4,1,0,0,38,38,1
3935,30,4,1279,12,13,2,4,0,4,1,97,0,48,38,1
3936,26,4,6503,11,8,0,7,3,4,1,0,0,38,38,0
3937,52,4,781,12,13,2,10,0,4,1,0,0,24,38,0
3938,41,5,4578,11,8,2,12,5,4,0,89,0,33,38,1
3939,24,5,1074,9,12,2,4,0,1,1,0,36,58,35,1
3940,34,4,6108,9,12,2,4,0,4,1,0,0,38,38,1
3941,24,4,6473,11,8,2,12,0,4,1,0,30,43,38,1
3942,11,4,1887,15,9,4,13,1,4,0,63,0,38,38,0
3943,33,4,5650,11,8,0,1,1,4,0,0,0,38,38,0
3944,4,4,6413,15,9,4,1,3,1,1,0,0,19,38,0
3945,48,6,875,15,9,2,4,0,4,1,24,0,38,38,0
3946,29,7,70,10,15,2,10,0,4,1,77,0,43,38,1
3947,41,5,6465,14,14,2,10,0,4,1,0,36,48,38,1
3948,26,2,3275,11,8,0,13,1,2,0,0,0,38,38,0
3949,34,4,1526,11,8,2,3,0,4,1,0,32,38,38,1
3950,46,4,1408,4,2,6,8,2,1,0,0,0,18,29,0
3951,10,2,1617,9,12,4,10,1,4,0,0,0,38,38,0
3952,7,4,4923,15,9,4,6,3,4,1,0,0,38,38,0
3953,18,4,6923,9,12,2,12,0,4,1,0,0,38,38,0
3954,0,0,2556,0,5,4,0,3,4,1,0,0,29,38,0
3955,45,0,3445,11,8,2,0,0,4,1,0,0,38,38,1
3956,48,6,303,8,10,2,5,0,4,1,0,0,24,38,0
3957,21,4,4400,11,8,2,3,0,4,1,0,0,48,38,0
3958,30,4,5393,11,8,2,7,0,2,1,0,0,38,38,1
3959,5,4,6820,15,9,4,3,4,4,1,0,0,38,38,0
3960,48,8,3218,11,8,2,14,0,4,1,28,0,19,38,0
3961,11,4,5701,0,5,2,6,0,4,1,0,0,29,25,0
3962,42,6,1138,5,3,2,3,0,4,1,0,0,38,38,0
3963,54,6,6961,15,9,5,12,4,2,1,0,28,1,38,0
3964,33,4,1478,6,4,2,7,0,4,1,0,0,46,38,0
3965,35,4,3973,11,8,2,7,0,4,1,0,0,38,38,1
3966,21,4,5259,1,6,0,6,1,4,0,0,0,58,38,0
3967,36,4,4719,15,9,6,1,2,4,0,0,0,21,38,0
3968,4,4,932,11,8,4,5,1,4,1,0,0,51,38,0
3969,33,4,1359,9,12,2,5,0,4,1,0,0,43,38,1
3970,3,4,6077,15,9,4,8,3,4,1,0,0,15,38,0
3971,16,4,1908,11,8,2,3,0,4,1,0,0,38,38,0
3972,42,6,1713,11,8,2,4,0,4,1,0,0,58,12,0
3973,70,6,923,11,8,4,4,1,4,1,38,0,11,38,0
3974,3,4,4995,1,6,2,8,0,4,1,0,0,38,38,0
3975,23,2,1265,11,8,4,11,1,4,1,0,0,40,38,0
3976,43,0,5907,12,13,2,0,0,4,1,0,0,38,38,0
3977,28,5,3241,9,12,2,4,0,4,1,0,0,43,38,1
3978,7,4,2511,15,9,4,8,2,2,0,0,0,29,14,0
3979,8,4,2579,9,12,4,10,3,4,0,0,0,38,13,0
3980,3,5,1125,11,8,4,5,3,4,1,0,0,66,38,0
3981,27,6,4750,0,5,2,8,0,4,1,0,0,66,38,0
3982,29,7,3442,9,12,2,10,0,4,1,0,0,36,38,1
3983,23,4,3347,11,8,2,3,0,4,1,0,0,38,38,0
3984,30,2,363,9,12,2,10,0,4,1,0,0,38,38,0
3985,25,4,2002,9,12,2,13,0,4,1,0,0,43,38,1
3986,32,5,1808,12,13,2,12,0,4,1,0,0,38,38,1
3987,15,4,3812,15,9,2,12,0,4,1,0,0,38,38,1
3988,12,4,2973,11,8,0,6,3,4,1,0,0,48,38,0
3989,18,4,1277,9,12,2,4,0,4,1,0,0,43,38,0
3990,16,4,7036,2,7,0,7,4,2,0,0,0,38,38,0
3991,10,4,2084,8,10,0,12,1,4,0,0,0,38,38,0
3992,9,4,2231,2,7,4,3,2,3,1,0,0,46,13,0
3993,13,4,6927,12,13,2,10,0,4,1,0,0,42,38,1
3994,26,2,3482,12,13,2,10,0,4,1,0,0,38,38,1
3995,3,0,1124,15,9,4,0,3,4,0,0,0,38,38,0
3996,16,4,4959,15,9,2,8,5,4,0,0,0,33,38,0
3997,20,4,5323,11,8,2,14,0,1,1,0,0,38,0,0
3998,22,4,182,15,9,4,3,1,4,1,0,0,38,38,0
3999,36,4,1019,15,9,2,14,0,4,1,74,0,43,38,1
4000,25,2,3278,9,12,2,10,0,4,1,67,0,38,38,1
4001,14,6,4544,11,8,4,12,1,2,1,0,0,38,0,0
4002,42,2,510,15,9,2,4,0,4,1,0,0,58,38,1
4003,30,4,1007,4,2,4,7,3,4,1,0,0,19,38,0
4004,33,4,4955,15,9,2,13,0,4,1,0,0,43,38,1
